802.11g|MCS7|20|1,2|4920,5180,5200,5220,5240,5260,5280,5300,5320,5500,5520,5540,5560,5580,5600,5620,5640,5660,5680,5700,5720,5745,5765,5785,5805,5825
802.11n|MCS7|20|1,2|4920,5180,5200,5220,5240,5260,5280,5300,5320,5500,5520,5540,5560,5580,5600,5620,5640,5660,5680,5700,5720,5745,5765,5785,5805,5825
802.11ac|MCS0|20|1,2|4920,5180,5200,5220,5240,5260,5280,5300,5320,5500,5520,5540,5560,5580,5600,5620,5640,5660,5680,5700,5720,5745,5765,5785,5805,5825
802.11ac|MCS9|20|1,2|4920,5180,5200,5220,5240,5260,5280,5300,5320,5500,5520,5540,5560,5580,5600,5620,5640,5660,5680,5700,5720,5745,5765,5785,5805,5825
802.11ac|MCS0|80|1,2|5210,5290,5530,5610,5690,5775
802.11ac|MCS9|80|1,2|5210,5290,5530,5610,5690,5775
