802.11g|MCS7|20|1|2412,2417,2422,2427,2432,2437,2442,2447,2452,2457,2462,2467,2472
802.11g|MCS7|20|1|4920,5080,5180,5200,5220,5240,5260,5280,5300,5320,5500,5520,5540,5560,5580,5600,5620,5640,5660,5680,5700,5720,5745,5765,5785,5805,5825
802.11g|MCS7|20|1|5210,5290,5530,5610,5690,5775
802.11g|MCS7|20|2|2412,2417,2422,2427,2432,2437,2442,2447,2452,2457,2462,2467,2472
802.11g|MCS7|20|2|4920,5080,5180,5200,5220,5240,5260,5280,5300,5320,5500,5520,5540,5560,5580,5600,5620,5640,5660,5680,5700,5720,5745,5765,5785,5805,5825
802.11g|MCS7|20|2|5210,5290,5530,5610,5690,5775
