802.11g|MCS7|20|1,2|2412,2417,2422,2427,2432,2437,2442,2447,2452,2457,2462,2467,2472
802.11n|MCS7|20|1,2|2412,2417,2422,2427,2432,2437,2442,2447,2452,2457,2462,2467,2472
